name,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as
The Jerusalem Post,https://www.allsides.com/news-source/jerusalem-post-media-bias,center,167,169,0.9881656804149014,somewhat disagree
The Justice,https://www.allsides.com/news-source/justice,left-center,130,147,0.8843537414364385,somewhat disagree
The Korea Herald,https://www.allsides.com/news-source/korea-herald,center,173,116,1.4913793102162605,somewhat agree
The Libertarian Republic,https://www.allsides.com/news-source/libertarian-republic,right-center,829,679,1.2209131074930646,somewhat agree
The Nation,https://www.allsides.com/news-source/nation-media-bias,left,1099,372,2.9543010751894005,strongly agree
The National Pulse,https://www.allsides.com/news-source/national-pulse-media-bias,right,10,8,1.2499999984374999,somewhat agree
The New Yorker,https://www.allsides.com/news-source/new-yorker,left,3703,1091,3.394133822150375,absolutely agree
The Observer (New York),https://www.allsides.com/news-source/observer,center,210,370,0.5675675675522279,disagree
The Oracle,https://www.allsides.com/news-source/oracle,center,83,115,0.7217391303720228,somewhat disagree
The Philadelphia Inquirer,https://www.allsides.com/news-source/phillycom,left-center,125,141,0.8865248226321613,somewhat disagree
The Plebeian,https://www.allsides.com/news-source/plebeian-media-bias,left-center,18,20,0.89999999955,somewhat disagree
The Post Millennial,https://www.allsides.com/news-source/post-millennial-media-bias,right-center,135,85,1.588235293930796,agree
The Red and Black,https://www.allsides.com/news-source/red-and-black,center,159,108,1.4722222220859054,somewhat agree
The Reliable Bias,https://www.allsides.com/news-source/reliable-bias,center,105,141,0.7446808510110156,somewhat disagree
The Republican,https://www.allsides.com/news-source/republican,center,191,426,0.44835680750121226,strongly disagree
The Resurgent,https://www.allsides.com/news-source/resurgent-media-bias,right,77,61,1.2622950817602794,somewhat agree
The Root,https://www.allsides.com/news-source/root,left-center,288,371,0.7762803234292107,somewhat disagree
The Sacramento Bee,https://www.allsides.com/news-source/sacramento-bee,left-center,281,313,0.8977635782460778,somewhat disagree
The Saturday Evening Post,https://www.allsides.com/news-source/saturday-evening-post,center,160,110,1.4545454544132232,somewhat agree
The Seattle Times,https://www.allsides.com/news-source/seattle-times,center,81,71,1.140845070261853,somewhat agree
The Telegraph - UK,https://www.allsides.com/news-source/telegraph-uk,right-center,956,492,1.9430894308548152,agree
The Texan,https://www.allsides.com/news-source/texan-media-bias,right-center,54,48,1.124999999765625,somewhat agree
The Texas Observer,https://www.allsides.com/news-source/texas-observer-media-bias,left-center,44,44,0.9999999997727272,NA
The Texas Tribune,https://www.allsides.com/news-source/texas-tribune-media-bias,left-center,54,51,1.0588235292041521,somewhat agree
The Verge,https://www.allsides.com/news-source/verge,left-center,558,376,1.48404255315202,somewhat agree
The Week - News,https://www.allsides.com/news-source/the-week-bias,center,3223,2500,1.2891999999948434,somewhat agree
The Week - Opinion,https://www.allsides.com/news-source/week-opinion-media-bias,left-center,40,37,1.081081080788897,somewhat agree
The Weekly Standard,https://www.allsides.com/news-source/weekly-standard,right,1301,784,1.6594387754890378,agree
The Western Journal,https://www.allsides.com/news-source/western-journalism,right,943,414,2.277777777722759,strongly agree
TheBlaze.com,https://www.allsides.com/news-source/theblaze-bias,right,74241,62813,1.1819368602039098,somewhat agree
ThinkProgress,https://www.allsides.com/news-source/thinkprogress-bias,left,2648,857,3.0898483080152874,absolutely agree
Time Magazine,https://www.allsides.com/news-source/time-magazine-news-media-bias,left-center,5179,4310,1.2016241299276065,somewhat agree
Townhall,https://www.allsides.com/news-source/townhall-bias,right,9073,13830,0.656037599421073,disagree
Truth or Fiction,https://www.allsides.com/news-source/truth-or-fiction,center,271,221,1.2262443438359165,somewhat agree
Truthdig,https://www.allsides.com/news-source/truthdig-media-bias,left,64,34,1.8823529406228374,agree
TruthOut,https://www.allsides.com/news-source/truthout,left-center,337,358,0.9413407820966105,somewhat disagree
U.S. News & World Report,https://www.allsides.com/news-source/us-news-and-world-report,left-center,1548,1726,0.8968713789055802,somewhat disagree
Univision,https://www.allsides.com/news-source/univision,left-center,365,435,0.8390804597508257,somewhat disagree
Upworthy,https://www.allsides.com/news-source/upworthy,left,436,311,1.4019292604050826,somewhat agree
USA TODAY,https://www.allsides.com/news-source/usa-today-media-bias,center,13333,11372,1.1724410833616141,somewhat agree
Vanity Fair,https://www.allsides.com/news-source/vanity-fair,left-center,3441,2246,1.5320569901979872,agree
Vice,https://www.allsides.com/news-source/vice-media-bias,left,1409,414,3.4033816424298697,absolutely agree
Virginia Mercury,https://www.allsides.com/news-source/virginia-mercury-media-bias,center,8,18,0.4444444441975308,strongly disagree
Volante,https://www.allsides.com/news-source/volante,center,143,157,0.9108280254196924,somewhat disagree
Vox,https://www.allsides.com/news-source/vox-news-media-bias,left,15869,12981,1.2224790077796606,somewhat agree
VT Digger,https://www.allsides.com/news-source/vt-digger,left-center,164,192,0.8541666666221788,somewhat disagree
Wake Up to Politics,https://www.allsides.com/news-source/wake-politics-media-bias,center,56,46,1.2173913040831759,somewhat agree
Wall Street Journal - Editorial,https://www.allsides.com/news-source/wall-street-journal-opinion,right-center,6034,4334,1.392247346558855,somewhat agree
Wall Street Journal - News,https://www.allsides.com/news-source/wall-street-journal-media-bias,center,13996,18970,0.7377965208219621,somewhat disagree
WANDTV,https://www.allsides.com/news-source/wandtv-media-bias,center,41,43,0.9534883718712818,somewhat disagree
Washington Examiner,https://www.allsides.com/news-source/washington-examiner,right-center,6415,3257,1.9696039299908825,agree
Washington Free Beacon,https://www.allsides.com/news-source/washington-free-beacon,right,512,501,1.0219560878039529,somewhat agree
Washington Monthly,https://www.allsides.com/news-source/washington-monthly,left-center,226,202,1.1188118811327321,somewhat agree
Washington Post,https://www.allsides.com/news-source/washington-post-media-bias,left-center,26367,16777,1.5716159027230305,agree
Washington Times,https://www.allsides.com/news-source/washington-times-bias,right-center,22422,11139,2.0129275518430623,strongly agree
Watchdog.org,https://www.allsides.com/news-source/watchdogorg,right-center,532,576,0.9236111110950762,somewhat disagree
WFAE,https://www.allsides.com/news-source/wfae,center,162,178,0.9101123594994318,somewhat disagree
WGBH,https://www.allsides.com/news-source/wgbh,center,344,295,1.1661016948757252,somewhat agree
WGN,https://www.allsides.com/news-source/wgn-media-bias,center,60,58,1.0344827584423306,somewhat agree
Whatfinger News,https://www.allsides.com/news-source/whatfinger-news-media-bias,right,130,110,1.1818181817107438,somewhat agree
Wired,https://www.allsides.com/news-source/wired,center,103,131,0.7862595419247129,somewhat disagree
Wisconsin Gazette,https://www.allsides.com/news-source/wisconsin-gazette,left-center,214,189,1.1322751322152236,somewhat agree
WND.com,https://www.allsides.com/news-source/wndcom,right,548,255,2.149019607758862,strongly agree
Yahoo! News,https://www.allsides.com/news-source/yahoo-news-media-bias,left-center,2121,1630,1.3012269938570478,somewhat agree
Yahoo! The 360,https://www.allsides.com/news-source/yahoo-360-media-bias,allsides,71,69,1.0289855070972487,somewhat agree
Yes! Magazine,https://www.allsides.com/news-source/yes-magazine,left,402,204,1.9705882351975201,agree
